"","FROM","TO","default_sign_conn_score"
"30497","FFAR1","HSF4",507.2
"30498","FFAR1","KAT2A",850.772012072
"30499","FFAR1","HDAC7",-9039.49872
"30500","FFAR1","ERBB3",9698.6787072
"30501","FFAR1","LRIG1",-2680.15872
"30502","FFAR1","CRYAB",-6320.1492816
"30503","FFAR1","FASN",1913.01184
"30504","FFAR1","CNR1",-900.530362368
"30505","FFAR1","ACTG2",-299.730141248
"30506","FFAR1","NKX3.1",-4714.2788608
"30507","FFAR1","CTNNB1",11324.1736
"30508","FFAR1","FN1",13606.518984996
"30509","FFAR1","BSG",2613.4475747328
"30510","FFAR1","LORICRIN",3587.9256
"30511","FFAR1","JUNB",36842.4300792
"30512","FFAR1","MUC2",-1389.74100096
"30513","FFAR1","ESPL1",-26934.249504728
"30514","FFAR1","RUNX1",-1109.7216
"30515","FFAR1","PTPRC",2403.8399303488
"30516","FFAR1","KRT18",2212.963052032
"30517","FFAR1","DDX5",1512.9739448
"30518","FFAR1","INCENP",12841.1620250368
"30519","FFAR1","CCL5",-1073.831605696
"30520","FFAR1","CACNA1H",844.144640000001
"30521","FFAR1","PLAU",4647.9490623328
"30522","FFAR1","HSPA1A",8876.3720416
"30523","FFAR1","CTSD",-4854.6074192
"30524","FFAR1","IFITM3",4458.2340980736
"30525","FFAR1","KRT8",26594.7393886
"30526","FFAR1","EEF1A1",-8083.65222
"30527","FFAR1","LGALS3",-2074.328256
"30528","FFAR1","GNAL",20000
"30529","FFAR1","GNAO1",20000
"30530","FFAR1","WNT2B",26.265555456
"30531","FFAR1","PTGER3",900.530362368
"30532","FFAR1","EDNRA",-3469.91422363947
"30533","FFAR1","HTR2B",4055.196672
"30534","FFAR1","WT1",3201.2378624
"30535","FFAR1","PAX2",591.8762388992
"30536","SNCA","PRKCD",-4462.90049477046
"30537","SNCA","GNAS",-53889.024
"30538","SNCA","PTPRJ",1072.08487310716
"30539","SNCA","PPARGC1A",589.9208
"30540","SNCA","SRF",1354.940759809
"30541","SNCA","ABL1",1411.6639712
"30542","SNCA","CALD1",2594.8895504
"30543","SNCA","MYC",-1960
"30544","SNCA","MYLK",16387.4472434001
"30545","SNCA","EZR",-5713.402695
"30546","SNCA","H3.3A",-3054.1680596
"30547","SNCA","PIK3R1",5161.98046
"30548","SNCA","CDH1",2318.1875794
"30549","SNCA","ESR1",-17582.31317465
"30550","SNCA","JUN",19257
"30551","SNCA","CAV1",7816.344019806
"30552","SNCA","AR",-5017.6
"30553","SNCA","HBB",2668.923915
"30554","SNCA","EGFR",-1861.804
"30555","SNCA","PIM1",-4412.59104494425
"30556","SNCA","STAT1",1684.01787918
"30557","SNCA","PRKDC",-336.426726048
"30558","SNCA","NR4A1",22081.10670185
"30559","SNCA","CDKN1A",12426.723008
"30560","SNCA","EPAS1",25850.6487743809
"30561","SNCA","VEGFA",-927.08
"30562","SNCA","NFIB",1873.243752611
"30563","SNCA","SOCS3",8451.670581067
"30564","SNCA","ADGRG1",-57.65498557728
"30565","SNCA","CDH17",-366.42632813325
"30566","SNCA","COL1A1",5015.562678
"30567","SNCA","SLC12A2",-6737.83657636215
"30568","SNCA","NCL",2212.96030292938
"30569","SNCA","BHLHE40",4791.86277116081
"30570","SNCA","BHLHE41",-537.276980415
"30571","SNCA","NOS2",4153.256650641
"30572","SNCA","TAP1",464.78893465368
"30573","SNCA","INSR",-1758.289559257
"30574","SNCA","IRS2",710.695030484236
"30575","SNCA","HSP90AB1",475.47829358148
"30576","SNCA","HBA1",2014.2822
"30577","SNCA","APOE",-335.618229678984
"30578","SNCA","COL1A2",4068.850044
"30579","SNCA","MECOM",-861.1056405
"30580","SNCA","CD68",-3661.583751
"30581","SNCA","VIM",-19970.3692832
"30582","SNCA","CLU",-285.274146715362
"30583","SNCA","DYRK2",-2388.2070604
"30584","SNCA","BDKRB2",159.164712022176
"30585","SNCA","TIMP3",-33.505808
"30586","SNCA","TBX2",-1720.53006387693
"30587","SNCA","HK2",590.7832
"30588","SNCA","ITGB4",1540.1226145928
"30589","SNCA","SCNN1G",2594.8895504
"30590","SNCA","CDR2",788.421993970492
"30591","SNCA","HLA.A",533.12
"30592","SNCA","TYMS",-674.24
"30593","SNCA","S1PR1",-20460.1656049
"30594","SNCA","H2BC21",-230.14169472
"30595","SNCA","SFRP1",711.48
"30596","SNCA","DNM1",644.472853027164
"30597","SNCA","NPM1",11845.343235271
"30598","SNCA","PKN1",1107.6913344
"30599","SNCA","HMGA1",-287.535890355
"30600","SNCA","DUSP1",3281.5544216
"30601","SNCA","RCAN1",5391.96
"30602","SNCA","ERRFI1",-1230.652444
"30603","SNCA","NME1",1448.6539144
"30604","SNCA","DLK1",485.299724
"30605","SNCA","MMP13",7760.571
"30606","SNCA","ADM",-6540.606436
"30607","SNCA","H1.2",-1754.71301726
"30608","SNCA","CD300LF",-1639.71739944136
"30609","SNCA","FGA",-1552.1142
"30610","SNCA","GDF15",-7387.972452
"30611","SNCA","LDLR",-624.9104848
"30612","SNCA","NSF",1620.02911780991
"30613","SNCA","LRIG3",156.905531159978
"30614","SNCA","SLC1A3",355.99921
"30615","SNCA","FKBP5",1761.78944863386
"30616","SNCA","IRF1",-2477.87656510506
"30617","SNCA","KRT17",1783.40476342
"30618","SNCA","SCNN1A",-444.087
"30619","SNCA","BEST1",1049.728706523
"30620","SNCA","PRDX3",-1832.27892201495
"30621","SNCA","HLTF",17.191944
"30622","SNCA","CD79A",-2792.08794078557
"30623","SNCA","FOS",3081.12
"30624","SNCA","RAB10",-1455.42722883457
"30625","SNCA","MAPK13",73334.586323712
"30626","SNCA","TXNIP",-16086.0635812209
"30627","SNCA","MUC4",-2711.2221752
"30628","SNCA","DSP",3486.1782446267
"30629","SNCA","TP63",283.75196948
"30630","SNCA","PERP",-1975.4056
"30631","SNCA","KRT15",1812.04876495911
"30632","SNCA","RAC1",28859.912981844
"30633","SNCA","ITGB1",-3304.75501158155
"30634","SNCA","HSF4",7679.7336812
"30635","SNCA","KAT2A",-1478.636961382
"30636","SNCA","HDAC7",-3791.228
"30637","SNCA","ERBB3",-1221.343424
"30638","SNCA","LRIG1",-354.1885579232
"30639","SNCA","CRYAB",-1524.1548
"30640","SNCA","FASN",-5660.93459064
"30641","SNCA","CNR1",-503.32678109952
"30642","SNCA","ACTG2",1189.997638116
"30643","SNCA","NKX3.1",-2589.0816
"30644","SNCA","CTNNB1",3155.6
"30645","SNCA","FN1",828.8289828
"30646","SNCA","BSG",675.4533705556
"30647","SNCA","LORICRIN",3851.4
"30648","SNCA","JUNB",-241.8357172
"30649","SNCA","MUC2",-176.59100151
"30650","SNCA","ESPL1",-1580.8798656
"30651","SNCA","RUNX1",-6957.67695084
"30652","SNCA","PTPRC",968.541225481201
"30653","SNCA","KRT18",924.8684928
"30654","SNCA","DDX5",-1349.65012
"30655","SNCA","INCENP",2013.7398288
"30656","SNCA","CCL5",-4171.72810817
"30657","SNCA","CACNA1H",-913.69997376
"30658","SNCA","PLAU",-205.74512
"30659","SNCA","HSPA1A",3366.26556182
"30660","SNCA","CTSD",-1170.7276
"30661","SNCA","IFITM3",-2173.79678097369
"30662","SNCA","KRT8",-192.002482
"30663","SNCA","EEF1A1",428.9594015
"30664","SNCA","LGALS3",12667.0699333848
"30665","SNCA","GNAL",-30105.6
"30666","SNCA","GNAO1",-30105.6
"30667","SNCA","WNT2B",407.328682756915
"30668","SNCA","PTGER3",503.32678109952
"30669","SNCA","EDNRA",-1117.06239322209
"30670","SNCA","HTR2B",489.875146410926
"30671","SNCA","WT1",2341.01148384112
"30672","SNCA","PAX2",3412.10870272827
"30673","EPHA2","PRKCD",27736.56204
"30674","EPHA2","GNAS",-8074.367592
"30675","EPHA2","PTPRJ",4862.112
"30676","EPHA2","PPARGC1A",-36058.6677
"30677","EPHA2","SRF",36332.8824
"30678","EPHA2","ABL1",32539.8
"30679","EPHA2","CALD1",-49854.24
"30680","EPHA2","MYC",71367.14
"30681","EPHA2","MYLK",31861.31844
"30682","EPHA2","EZR",-26137.0977
"30683","EPHA2","H3.3A",-8496
"30684","EPHA2","PIK3R1",-136779.80106
"30685","EPHA2","CDH1",-51042.82458
"30686","EPHA2","ESR1",63981.18
"30687","EPHA2","JUN",72259.92
"30688","EPHA2","CAV1",-21582.72504
"30689","EPHA2","AR",-30577.5
"30690","EPHA2","HBB",9473.1936
"30691","EPHA2","EGFR",-56965.86
"30692","EPHA2","PIM1",26099.06688
"30693","EPHA2","STAT1",4951.12
"30694","EPHA2","PRKDC",6990.9148308216
"30695","EPHA2","NR4A1",27759.6
"30696","EPHA2","CDKN1A",-24142.32
"30697","EPHA2","EPAS1",20272.26
"30698","EPHA2","VEGFA",109988.80685
"30699","EPHA2","NFIB",5343.1875520496
"30700","EPHA2","SOCS3",63743.22878
"30701","EPHA2","ADGRG1",-1169.2352569847
"30702","EPHA2","CDH17",13267.30120008
"30703","EPHA2","COL1A1",-1672.01179
"30704","EPHA2","SLC12A2",5095.7109
"30705","EPHA2","NCL",17272.1195979696
"30706","EPHA2","BHLHE40",-8260.890432
"30707","EPHA2","BHLHE41",5938.02555168
"30708","EPHA2","NOS2",13277.58
"30709","EPHA2","TAP1",1366.50912
"30710","EPHA2","INSR",-51039.2445
"30711","EPHA2","IRS2",17316.343734
"30712","EPHA2","HSP90AB1",-8241.27984
"30713","EPHA2","HBA1",5576.397
"30714","EPHA2","APOE",-6076.74547254
"30715","EPHA2","COL1A2",6020.34361
"30716","EPHA2","MECOM",13459.752
"30717","EPHA2","CD68",-17957.26609866
"30718","EPHA2","VIM",2341.280959168
"30719","EPHA2","CLU",8368.46562096
"30720","EPHA2","DYRK2",-15155.9167431784
"30721","EPHA2","BDKRB2",1471.2
"30722","EPHA2","TIMP3",-1791.52368
"30723","EPHA2","TBX2",2114.6875892
"30724","EPHA2","HK2",18927.90756
"30725","EPHA2","ITGB4",-10478.31615156
"30726","EPHA2","SCNN1G",-36777.54
"30727","EPHA2","CDR2",7573.934574588
"30728","EPHA2","HLA.A",-21959.21716
"30729","EPHA2","TYMS",34416.18208
"30730","EPHA2","S1PR1",21376.770166608
"30731","EPHA2","H2BC21",-1619.083296
"30732","EPHA2","SFRP1",-25906.27182
"30733","EPHA2","DNM1",19097.1080055
"30734","EPHA2","NPM1",-23238.7536
"30735","EPHA2","PKN1",7196.112
"30736","EPHA2","HMGA1",-7613.92152
"30737","EPHA2","DUSP1",-15845.04
"30738","EPHA2","RCAN1",36691.08
"30739","EPHA2","ERRFI1",-37654.43346
"30740","EPHA2","NME1",21754.54700496
"30741","EPHA2","DLK1",3876.576
"30742","EPHA2","MMP13",41870.98322
"30743","EPHA2","ADM",15956.79774
"30744","EPHA2","H1.2",4387.562388
"30745","EPHA2","CD300LF",-7618.030009548
"30746","EPHA2","FGA",-8374.196644
"30747","EPHA2","GDF15",31486.27704
"30748","EPHA2","LDLR",31293.3636
"30749","EPHA2","NSF",556.138789134749
"30750","EPHA2","LRIG3",13219.1371884
"30751","EPHA2","SLC1A3",3422.75025
"30752","EPHA2","FKBP5",-321.0258677248
"30753","EPHA2","IRF1",5287.5711252
"30754","EPHA2","KRT17",7822.40324
"30755","EPHA2","SCNN1A",19186.62
"30756","EPHA2","BEST1",-15020.50788
"30757","EPHA2","PRDX3",-629.001892524061
"30758","EPHA2","HLTF",-2025.757636848
"30759","EPHA2","CD79A",-30141.7348268158
"30760","EPHA2","FOS",69837.72
"30761","EPHA2","RAB10",-499.632708955282
"30762","EPHA2","MAPK13",16937.69810616
"30763","EPHA2","TXNIP",-12575.94
"30764","EPHA2","MUC4",21774.17424
"30765","EPHA2","DSP",1196.76796321762
"30766","EPHA2","TP63",7649.3664
"30767","EPHA2","PERP",16024.89888
"30768","EPHA2","KRT15",-898.223200734656
"30769","EPHA2","RAC1",-21976.287778
"30770","EPHA2","ITGB1",10672.2327
"30771","EPHA2","HSF4",1634.417952
"30772","EPHA2","KAT2A",-3739.2896
"30773","EPHA2","HDAC7",-889.81566906
"30774","EPHA2","ERBB3",-37369.60416
"30775","EPHA2","LRIG1",-29840.0388
"30776","EPHA2","CRYAB",12364.25904
"30777","EPHA2","FASN",22929.95118
"30778","EPHA2","CNR1",-2274.0951552
"30779","EPHA2","ACTG2",2204.4320304
"30780","EPHA2","NKX3.1",-15777.99
"30781","EPHA2","CTNNB1",15428.868
"30782","EPHA2","FN1",15194.3652
"30783","EPHA2","BSG",655.5856
"30784","EPHA2","LORICRIN",19607.028
"30785","EPHA2","JUNB",-6638.78328
"30786","EPHA2","MUC2",-509.878984
"30787","EPHA2","ESPL1",-11776.8
"30788","EPHA2","RUNX1",84
"30789","EPHA2","PTPRC",11012.68368
"30790","EPHA2","KRT18",12337.43962752
"30791","EPHA2","DDX5",11877.027
"30792","EPHA2","INCENP",30201.08259168
"30793","EPHA2","CCL5",-5332.8
"30794","EPHA2","CACNA1H",-14082.228
"30795","EPHA2","PLAU",13982.52404508
"30796","EPHA2","HSPA1A",8396.80044
"30797","EPHA2","CTSD",-241.611324000003
"30798","EPHA2","IFITM3",-10099.3312126579
"30799","EPHA2","KRT8",-16711.4205
"30800","EPHA2","EEF1A1",15860.2977
"30801","EPHA2","LGALS3",-13175.8536
"30802","EPHA2","GNAL",-3264.010128
"30803","EPHA2","GNAO1",-4511.142552
"30804","EPHA2","WNT2B",-543.660541704
"30805","EPHA2","PTGER3",4133.6996352
"30806","EPHA2","EDNRA",-3600.7134834576
"30807","EPHA2","HTR2B",-6298.1211648
"30808","EPHA2","WT1",11030.9472
"30809","EPHA2","PAX2",-8863.6468704
"30810","P2RY12","PRKCD",8530.2425376
"30811","P2RY12","GNAS",4239.7942468392
"30812","P2RY12","PTPRJ",10891.8432
"30813","P2RY12","PPARGC1A",1600.24
"30814","P2RY12","SRF",-11617.1688024
"30815","P2RY12","ABL1",9085.3056
"30816","P2RY12","CALD1",-3343.7928384
"30817","P2RY12","MYC",1291.76
"30818","P2RY12","MYLK",7489.2384
"30819","P2RY12","EZR",11119.8528
"30820","P2RY12","H3.3A",-13554.56592
"30821","P2RY12","PIK3R1",35096.7623328
"30822","P2RY12","CDH1",-13084.2432
"30823","P2RY12","ESR1",13487.6448
"30824","P2RY12","JUN",29614.2512022
"30825","P2RY12","CAV1",-13242.096
"30826","P2RY12","AR",-13139.361872
"30827","P2RY12","HBB",7168.1993712
"30828","P2RY12","EGFR",10681.3728
"30829","P2RY12","PIM1",-7075.0340136
"30830","P2RY12","STAT1",10102.5792
"30831","P2RY12","PRKDC",5353.2473449536
"30832","P2RY12","NR4A1",-16292.7842364
"30833","P2RY12","CDKN1A",37656.508245
"30834","P2RY12","EPAS1",2737.6108226208
"30835","P2RY12","VEGFA",17110.4088496
"30836","P2RY12","NFIB",-313.727264921162
"30837","P2RY12","SOCS3",29583.6693768
"30838","P2RY12","ADGRG1",-74.2981612078541
"30839","P2RY12","CDH17",18754.395716952
"30840","P2RY12","COL1A1",5499.9025326
"30841","P2RY12","SLC12A2",4720.133875968
"30842","P2RY12","NCL",-2643.0872832
"30843","P2RY12","BHLHE40",779.939980241213
"30844","P2RY12","BHLHE41",-5061.0044825928
"30845","P2RY12","NOS2",11716.1856
"30846","P2RY12","TAP1",2788.3118592
"30847","P2RY12","INSR",-3383.8904736
"30848","P2RY12","IRS2",7864.226496
"30849","P2RY12","HSP90AB1",9997.344
"30850","P2RY12","HBA1",6570.3582
"30851","P2RY12","APOE",-6117.23880432
"30852","P2RY12","COL1A2",8928.1787954562
"30853","P2RY12","MECOM",4290.45257808
"30854","P2RY12","CD68",-177.8634396
"30855","P2RY12","VIM",4610.7388404
"30856","P2RY12","CLU",-396.74607648
"30857","P2RY12","DYRK2",8989.6225303616
"30858","P2RY12","BDKRB2",4630.3488
"30859","P2RY12","TIMP3",140.3136
"30860","P2RY12","TBX2",-1231.11650142749
"30861","P2RY12","HK2",10075.9486464
"30862","P2RY12","ITGB4",8970.78672
"30863","P2RY12","SCNN1G",1344.4704
"30864","P2RY12","CDR2",1033.6552128
"30865","P2RY12","HLA.A",-351.35872
"30866","P2RY12","TYMS",-988.40848
"30867","P2RY12","S1PR1",10388.2576896
"30868","P2RY12","H2BC21",-398.2575233792
"30869","P2RY12","SFRP1",-468.90888
"30870","P2RY12","DNM1",10891.8432
"30871","P2RY12","NPM1",-7167.0773712
"30872","P2RY12","PKN1",-4265.9193024
"30873","P2RY12","HMGA1",-3548.881728
"30874","P2RY12","DUSP1",15252.6272724
"30875","P2RY12","RCAN1",-4975.356582
"30876","P2RY12","ERRFI1",7060.3874208
"30877","P2RY12","NME1",1105.637653888
"30878","P2RY12","DLK1",-562.976
"30879","P2RY12","MMP13",-2970.1582848
"30880","P2RY12","ADM",-2684.9191619124
"30881","P2RY12","H1.2",2158.36460784
"30882","P2RY12","CD300LF",-3935.16967284
"30883","P2RY12","FGA",1065.19771008
"30884","P2RY12","GDF15",4487.073501393
"30885","P2RY12","LDLR",-2309.3689248
"30886","P2RY12","NSF",6961.779034056
"30887","P2RY12","LRIG3",857.79316224
"30888","P2RY12","SLC1A3",2648.4192
"30889","P2RY12","FKBP5",-2991.1064622002
"30890","P2RY12","IRF1",-430.339555296
"30891","P2RY12","KRT17",7576.8711984
"30892","P2RY12","SCNN1A",-6745.367334384
"30893","P2RY12","BEST1",-10961.9370282996
"30894","P2RY12","PRDX3",-7873.883773812
"30895","P2RY12","HLTF",-109.4144436
"30896","P2RY12","CD79A",-16760.6812549512
"30897","P2RY12","FOS",-21194.2220112
"30898","P2RY12","RAB10",-6254.432501184
"30899","P2RY12","MAPK13",5294.544
"30900","P2RY12","TXNIP",592.3702610784
"30901","P2RY12","MUC4",3749.4608384
"30902","P2RY12","DSP",14981.2138224
"30903","P2RY12","TP63",-1434.1359312
"30904","P2RY12","PERP",-5917.9716288
"30905","P2RY12","KRT15",2666.84709312
"30906","P2RY12","RAC1",16896.6
"30907","P2RY12","ITGB1",7059.975600573
"30908","P2RY12","HSF4",507.2
"30909","P2RY12","KAT2A",1162.292096948
"30910","P2RY12","HDAC7",-6695.48768
"30911","P2RY12","ERBB3",7006.9805568
"30912","P2RY12","LRIG1",-1936.32768
"30913","P2RY12","CRYAB",-4566.1027104
"30914","P2RY12","FASN",1382.08896
"30915","P2RY12","CNR1",-1091.027169792
"30916","P2RY12","ACTG2",21.3323150879996
"30917","P2RY12","NKX3.1",-4385.7821952
"30918","P2RY12","CTNNB1",13189.4784
"30919","P2RY12","FN1",6097.946524236
"30920","P2RY12","BSG",-3058.1890028928
"30921","P2RY12","LORICRIN",5183.21943216
"30922","P2RY12","JUNB",13373.8600338
"30923","P2RY12","MUC2",-1683.72467424
"30924","P2RY12","ESPL1",-24594.575906292
"30925","P2RY12","RUNX1",-1344.4704
"30926","P2RY12","PTPRC",-5426.317546272
"30927","P2RY12","KRT18",1413.900940288
"30928","P2RY12","DDX5",2551.554404
"30929","P2RY12","INCENP",-1133.459905928
"30930","P2RY12","CCL5",-1505.807947224
"30931","P2RY12","CACNA1H",8970.78672
"30932","P2RY12","PLAU",1341.2671291152
"30933","P2RY12","HSPA1A",6828.8031504
"30934","P2RY12","CTSD",-3507.2962848
"30935","P2RY12","IFITM3",-5216.9106519936
"30936","P2RY12","KRT8",15590.816766
"30937","P2RY12","EEF1A1",-4765.649490252
"30938","P2RY12","LGALS3",-2513.128464
"30939","P2RY12","GNAL",3063.2040342792
"30940","P2RY12","GNAO1",20000
"30941","P2RY12","WNT2B",18.976011264
"30942","P2RY12","PTGER3",1091.027169792
"30943","P2RY12","EDNRA",-3268.87190922439
"30944","P2RY12","HTR2B",2929.747968
"30945","P2RY12","WT1",17668.3294872
"30946","P2RY12","PAX2",-11869.0392936024
"30947","GHRL","PRKCD",37024.6052862498
"30948","GHRL","GNAS",20750.1
"30949","GHRL","PTPRJ",13772.1943386
"30950","GHRL","PPARGC1A",1457.7866352
"30951","GHRL","SRF",-2598.094409448
"30952","GHRL","ABL1",11487.9173388
"30953","GHRL","CALD1",-6463.5440494284
"30954","GHRL","MYC",1176.7675248
"30955","GHRL","MYLK",9469.7696982
"30956","GHRL","EZR",28614.1322472
"30957","GHRL","H3.3A",-10184.16891912
"30958","GHRL","PIK3R1",6204.2799
"30959","GHRL","CDH1",-16544.3751636
"30960","GHRL","ESR1",17054.4564354
"30961","GHRL","JUN",10582.308072
"30962","GHRL","CAV1",-16743.972183
"30963","GHRL","AR",-8928.450759525
"30964","GHRL","HBB",6761.7979112076
"30965","GHRL","EGFR",13506.0649794
"30966","GHRL","PIM1",4642.4165599248
"30967","GHRL","STAT1",12774.2092416
"30968","GHRL","PRKDC",7164.94718784458
"30969","GHRL","NR4A1",-30967.9030211172
"30970","GHRL","CDKN1A",47757.491064699
"30971","GHRL","EPAS1",6384.24283332575
"30972","GHRL","VEGFA",19976.1866323812
"30973","GHRL","NFIB",-565.767472420088
"30974","GHRL","SOCS3",36114.2218112814
"30975","GHRL","ADGRG1",-93.9463317976518
"30976","GHRL","CDH17",46730.1606804977
"30977","GHRL","COL1A1",3766.0364341878
"30978","GHRL","SLC12A2",4820.41629826188
"30979","GHRL","NCL",-3342.0524928336
"30980","GHRL","BHLHE40",2733.80890110688
"30981","GHRL","BHLHE41",-5349.01830713371
"30982","GHRL","NOS2",14814.5343288
"30983","GHRL","TAP1",3525.6817506816
"30984","GHRL","INSR",-4278.7613048778
"30985","GHRL","IRS2",9943.923506508
"30986","GHRL","HSP90AB1",12641.144562
"30987","GHRL","HBA1",6005.8574664
"30988","GHRL","APOE",-4673.28344356656
"30989","GHRL","COL1A2",9923.83899301401
"30990","GHRL","MECOM",7822.36807698888
"30991","GHRL","CD68",-474.232754248356
"30992","GHRL","VIM",-1626.0158568348
"30993","GHRL","CLU",-361.42774075175
"30994","GHRL","DYRK2",9272.07115313576
"30995","GHRL","BDKRB2",5854.8459024
"30996","GHRL","TIMP3",177.4195728
"30997","GHRL","TBX2",2877.1307402588
"30998","GHRL","HK2",16452.4987213572
"30999","GHRL","ITGB4",-803.9444031648
"31000","GHRL","SCNN1G",920.6207712
"31001","GHRL","CDR2",1307.0056379244
"31002","GHRL","HLA.A",-320.0807667456
"31003","GHRL","TYMS",-900.4203571104
"31004","GHRL","S1PR1",18417.48533136
"31005","GHRL","H2BC21",-614.081514128907
"31006","GHRL","SFRP1",-427.1666115024
"31007","GHRL","DNM1",13772.1943386
"31008","GHRL","NPM1",-12039.9842079288
"31009","GHRL","PKN1",16414.0153716
"31010","GHRL","HMGA1",-4487.384545044
"31011","GHRL","DUSP1",9321.6785888772
"31012","GHRL","RCAN1",-443.809415885999
"31013","GHRL","ERRFI1",8927.5089513834
"31014","GHRL","NME1",1582.16614046097
"31015","GHRL","DLK1",-512.85987648
"31016","GHRL","MMP13",509.052635985601
"31017","GHRL","ADM",-737.988191083093
"31018","GHRL","H1.2",4348.35995873424
"31019","GHRL","CD300LF",2715.03158712408
"31020","GHRL","FGA",-4852.12997514936
"31021","GHRL","GDF15",7383.74521718643
"31022","GHRL","LDLR",-2920.0822163754
"31023","GHRL","NSF",962.442096022704
"31024","GHRL","LRIG3",1084.63681635552
"31025","GHRL","SLC1A3",3348.7944366
"31026","GHRL","FKBP5",-3265.54971907959
"31027","GHRL","IRF1",-682.742009143908
"31028","GHRL","KRT17",9094.5960969132
"31029","GHRL","SCNN1A",852.843788747988
"31030","GHRL","BEST1",-10596.0791061819
"31031","GHRL","PRDX3",-1088.53745084921
"31032","GHRL","HLTF",-111.3225914988
"31033","GHRL","CD79A",-8470.1717614736
"31034","GHRL","FOS",-661.282244881801
"31035","GHRL","RAB10",-864.653861667456
"31036","GHRL","MAPK13",4823.22369312
"31037","GHRL","TXNIP",-3452.13099756732
"31038","GHRL","MUC4",4851.2104146432
"31039","GHRL","DSP",2071.1014758816
"31040","GHRL","TP63",1777.7792722944
"31041","GHRL","PERP",-7482.9809670924
"31042","GHRL","KRT15",2206.65585422016
"31043","GHRL","RAC1",11569.8798
"31044","GHRL","ITGB1",19204.6176331372
"31045","GHRL","HSF4",462.049056
"31046","GHRL","KAT2A",655.187147703547
"31047","GHRL","HDAC7",-8256.29140014
"31048","GHRL","ERBB3",8859.9786264864
"31049","GHRL","LRIG1",-2448.39010464
"31050","GHRL","CRYAB",-5773.6099155042
"31051","GHRL","FASN",1747.58279208
"31052","GHRL","CNR1",-747.076525042176
"31053","GHRL","ACTG2",-490.691025736896
"31054","GHRL","NKX3.1",-4745.5546916496
"31055","GHRL","CTNNB1",9485.4759333
"31056","GHRL","FN1",10009.332160538
"31057","GHRL","BSG",2109.96740485071
"31058","GHRL","LORICRIN",2116.4616144
"31059","GHRL","JUNB",20613.0137224074
"31060","GHRL","MUC2",-1152.92378923872
"31061","GHRL","ESPL1",-23672.4725804364
"31062","GHRL","RUNX1",-920.6207712
"31063","GHRL","PTPRC",1850.11606386667
"31064","GHRL","KRT18",2023.29052906533
"31065","GHRL","DDX5",2132.487424176
"31066","GHRL","INCENP",10114.7217691223
"31067","GHRL","CCL5",-855.698021535803
"31068","GHRL","CACNA1H",1240.18052448
"31069","GHRL","PLAU",2715.9239549721
"31070","GHRL","HSPA1A",8037.4078933092
"31071","GHRL","CTSD",-4434.8018191554
"31072","GHRL","IFITM3",3599.35616121592
"31073","GHRL","KRT8",16769.3416896384
"31074","GHRL","EEF1A1",-4768.42095828
"31075","GHRL","LGALS3",-1720.854742992
"31076","GHRL","GNAL",19521
"31077","GHRL","GNAO1",18219.6
"31078","GHRL","WNT2B",23.994223025472
"31079","GHRL","PTGER3",747.076525042176
"31080","GHRL","EDNRA",-3039.09106902054
"31081","GHRL","HTR2B",3704.520680064
"31082","GHRL","WT1",3592.4288087568
"31083","GHRL","PAX2",612.849213797054
"31084","TTK","PRKCD",7377.5294978
"31085","TTK","GNAS",2948.3425062
"31086","TTK","PTPRJ",5044.4999889
"31087","TTK","PPARGC1A",-12941.8164
"31088","TTK","SRF",-1827.2896537
"31089","TTK","ABL1",-28300
"31090","TTK","CALD1",5385.6032
"31091","TTK","MYC",-1398.3162
"31092","TTK","MYLK",-8603.2
"31093","TTK","EZR",2240.8899
"31094","TTK","H3.3A",-16826.4
"31095","TTK","PIK3R1",1994.7535
"31096","TTK","CDH1",-2006.3568
"31097","TTK","ESR1",-12961.4
"31098","TTK","JUN",-15310.3
"31099","TTK","CAV1",-5347.4377068
"31100","TTK","AR",-7778.9186
"31101","TTK","HBB",4627.26
"31102","TTK","EGFR",18126.3
"31103","TTK","PIM1",3539.5702272
"31104","TTK","STAT1",9828.0084
"31105","TTK","PRKDC",-5197.1535
"31106","TTK","NR4A1",-16565.6918403
"31107","TTK","CDKN1A",44733.6
"31108","TTK","EPAS1",-9133.914697
"31109","TTK","VEGFA",3282.8
"31110","TTK","NFIB",-4642.2739154649
"31111","TTK","SOCS3",41232.9917232
"31112","TTK","ADGRG1",119.033896584607
"31113","TTK","CDH17",24345.2332826988
"31114","TTK","COL1A1",-12302.6917049
"31115","TTK","SLC12A2",-1216.26144
"31116","TTK","NCL",1254.6552564
"31117","TTK","BHLHE40",11632.0079694904
"31118","TTK","BHLHE41",1509.2652624
"31119","TTK","NOS2",6472.1231286
"31120","TTK","TAP1",2712.5303184
"31121","TTK","INSR",4381.3494
"31122","TTK","IRS2",-3277.2493512
"31123","TTK","HSP90AB1",-4895.1642
"31124","TTK","HBA1",4627.26
"31125","TTK","APOE",-2618.259966
"31126","TTK","COL1A2",-1332.3250179
"31127","TTK","MECOM",-24561.21254
"31128","TTK","CD68",2911.1463729
"31129","TTK","VIM",-1664.04
"31130","TTK","CLU",2086.0008
"31131","TTK","DYRK2",-33454.0032
"31132","TTK","BDKRB2",863.596008
"31133","TTK","TIMP3",-347.5379802
"31134","TTK","TBX2",2083.7946448104
"31135","TTK","HK2",-21648.6
