"","FROM","TO","default_sign_conn_score"
"40675","NOS2","SRF",11208.652
"40676","NOS2","ABL1",28772.8
"40677","NOS2","CALD1",1571.0592
"40678","NOS2","MYC",-10240
"40679","NOS2","MYLK",8746.9312
"40680","NOS2","EZR",24869.197216
"40681","NOS2","H3.3A",-27833.8112
"40682","NOS2","PIK3R1",8068.389056
"40683","NOS2","CDH1",-20284.895232
"40684","NOS2","ESR1",54716.842752
"40685","NOS2","JUN",36928
"40686","NOS2","CAV1",-993.28
"40687","NOS2","AR",-21466.123648
"40688","NOS2","HBB",25563.50208
"40689","NOS2","EGFR",18842.24
"40690","NOS2","PIM1",-1100.8
"40691","NOS2","STAT1",2560
"40692","NOS2","PRKDC",27008.8
"40693","NOS2","NR4A1",-19710.913408
"40694","NOS2","CDKN1A",26851.072
"40695","NOS2","EPAS1",-22809.328842176
"40696","NOS2","VEGFA",-7270.4
"40697","NOS2","NFIB",2941.674250944
"40698","NOS2","SOCS3",25536
"40699","NOS2","ADGRG1",-402.31443143136
"40700","NOS2","CDH17",3228.5904
"40701","NOS2","COL1A1",37539.191968
"40702","NOS2","SLC12A2",-1971.3024
"40703","NOS2","NCL",919.151670528
"40704","NOS2","BHLHE40",-5794.40244864
"40705","NOS2","BHLHE41",1862.4272768
"40706","NOS2","TAP1",706.56
"40707","NOS2","INSR",13016.338208
"40708","NOS2","IRS2",14440.2096
"40709","NOS2","HSP90AB1",15583.40569728
"40710","NOS2","HBA1",15857.2568
"40711","NOS2","APOE",-4432.575345408
"40712","NOS2","COL1A2",18888.014848
"40713","NOS2","MECOM",7840
"40714","NOS2","CD68",-3611.680704
"40715","NOS2","VIM",24107.921792
"40716","NOS2","CLU",1304.3533152
"40717","NOS2","DYRK2",7704.16
"40718","NOS2","BDKRB2",4258.112569856
"40719","NOS2","TIMP3",-273.538176
"40720","NOS2","TBX2",-2370.4223928
"40721","NOS2","HK2",-13476.992
"40722","NOS2","ITGB4",-2032.9262848
"40723","NOS2","SCNN1G",1571.0592
"40724","NOS2","CDR2",607.4659354624
"40725","NOS2","HLA.A",2785.28
"40726","NOS2","TYMS",8462.9648
"40727","NOS2","S1PR1",21248.477952
"40728","NOS2","H2BC21",3951.2021499392
"40729","NOS2","SFRP1",3717.12
"40730","NOS2","DNM1",19638.044918784
"40731","NOS2","NPM1",-9479.719744
"40732","NOS2","PKN1",-13227.246192384
"40733","NOS2","HMGA1",2721.264
"40734","NOS2","DUSP1",33926.324608
"40735","NOS2","RCAN1",7779.84
"40736","NOS2","ERRFI1",1522.62464
"40737","NOS2","NME1",-26761.01713984
"40738","NOS2","DLK1",4709.44
"40739","NOS2","MMP13",20096
"40740","NOS2","ADM",-2529.28
"40741","NOS2","H1.2",-3308.48
"40742","NOS2","CD300LF",-1054.772538736
"40743","NOS2","FGA",-4019.2
"40744","NOS2","GDF15",10081.792
"40745","NOS2","LDLR",-3714.847745696
"40746","NOS2","NSF",-1577.65244331904
"40747","NOS2","LRIG3",4215.92610213632
"40748","NOS2","SLC1A3",-315.968
"40749","NOS2","FKBP5",-7568.57147900336
"40750","NOS2","IRF1",-1931.7207168
"40751","NOS2","KRT17",14959.342336
"40752","NOS2","SCNN1A",-33359.04
"40753","NOS2","BEST1",4409.800192
"40754","NOS2","PRDX3",1784.35022332608
"40755","NOS2","HLTF",1387.321113024
"40756","NOS2","CD79A",1148.96849485216
"40757","NOS2","FOS",-1167.2
"40758","NOS2","RAB10",1417.35620576256
"40759","NOS2","MAPK13",40090.51872
"40760","NOS2","TXNIP",-2809.10592
"40761","NOS2","MUC4",-1958.9312
"40762","NOS2","DSP",-3394.986895616
"40763","NOS2","TP63",-16150.4
"40764","NOS2","PERP",19991.936
"40765","NOS2","KRT15",816.360287936717
"40766","NOS2","RAC1",6106.887264
"40767","NOS2","ITGB1",8597.09656608
"40768","NOS2","HSF4",4672.64
"40769","NOS2","KAT2A",10913.652224
"40770","NOS2","HDAC7",-2769.679872
"40771","NOS2","ERBB3",12360.50944
"40772","NOS2","LRIG1",-9516.76321024
"40773","NOS2","CRYAB",15425.088
"40774","NOS2","FASN",2597.4016
"40775","NOS2","CNR1",-15237.12
"40776","NOS2","ACTG2",-4206.16
"40777","NOS2","NKX3.1",-14504
"40778","NOS2","CTNNB1",65763.622176
"40779","NOS2","FN1",2146.2528
"40780","NOS2","BSG",-6841.12912
"40781","NOS2","LORICRIN",14515.2
"40782","NOS2","JUNB",22947.769632
"40783","NOS2","MUC2",-1239.04
"40784","NOS2","ESPL1",5400.8192
"40785","NOS2","RUNX1",-11220.560128
"40786","NOS2","PTPRC",-711.6898176
"40787","NOS2","KRT18",-15458.176926208
"40788","NOS2","DDX5",24161.0992
"40789","NOS2","INCENP",-16858.5872
"40790","NOS2","CCL5",-19439.17434304
"40791","NOS2","CACNA1H",-6671.808
"40792","NOS2","PLAU",4481.260144256
"40793","NOS2","HSPA1A",17755.894016
"40794","NOS2","CTSD",11848.256
"40795","NOS2","IFITM3",-1398.32702278144
"40796","NOS2","KRT8",30425.6952
"40797","NOS2","EEF1A1",-6345.0558712
"40798","NOS2","LGALS3",-3423.399936
"40799","NOS2","GNAL",6335.211137536
"40800","NOS2","GNAO1",5153.778786816
"40801","NOS2","WNT2B",-45.308928
"40802","NOS2","PTGER3",15237.12
"40803","NOS2","EDNRA",-9903.93414050688
"40804","NOS2","HTR2B",-6319.67744
"40805","NOS2","WT1",24186.4
"40806","NOS2","PAX2",39200
"40807","GART","PRKCD",1924.46585856
"40808","GART","GNAS",32768
"40809","GART","PTPRJ",19757.2849056
"40810","GART","PPARGC1A",8480.260656
"40811","GART","SRF",-1154.924047872
"40812","GART","ABL1",7261.600816512
"40813","GART","CALD1",1469.782976256
"40814","GART","MYC",-13871.1627264
"40815","GART","MYLK",13585.1218272
"40816","GART","EZR",-1964.3904
"40817","GART","H3.3A",5097.2544
"40818","GART","PIK3R1",14419.6648
"40819","GART","CDH1",-14133.523825728
"40820","GART","ESR1",-16471.752192
"40821","GART","JUN",-5886.6354503936
"40822","GART","CAV1",-22996.10112768
"40823","GART","AR",7896.849408
"40824","GART","HBB",-873.90860256
"40825","GART","EGFR",8641.89805248
"40826","GART","PIM1",-1199.515709952
"40827","GART","STAT1",-4670.973216
"40828","GART","PRKDC",-5518.19470776538
"40829","GART","NR4A1",9016.551936
"40830","GART","CDKN1A",-6227.117568
"40831","GART","EPAS1",-491.351954688
"40832","GART","VEGFA",-6076.951776
"40833","GART","NFIB",-889.058795530752
"40834","GART","SOCS3",-5444.261424
"40835","GART","ADGRG1",316.077370117577
"40836","GART","CDH17",4370.24869972992
"40837","GART","COL1A1",-1836.466756992
"40838","GART","SLC12A2",-1650.60104832
"40839","GART","NCL",-4213.33288232089
"40840","GART","BHLHE40",-5578.07666793313
"40841","GART","BHLHE41",1750.3447320576
"40842","GART","NOS2",19224.211594176
"40843","GART","TAP1",-1289.188607616
"40844","GART","INSR",2885.325408
"40845","GART","IRS2",426.778039296
"40846","GART","HSP90AB1",18134.705952
"40847","GART","HBA1",-563.1873408
"40848","GART","APOE",-9422.65394093536
"40849","GART","COL1A2",-1931.252150016
"40850","GART","MECOM",-1576.423296
"40851","GART","CD68",594.77316183936
"40852","GART","VIM",-8171.864064
"40853","GART","CLU",-1038.64225280256
"40854","GART","DYRK2",5209.709654016
"40855","GART","BDKRB2",8399.2322304
"40856","GART","TIMP3",357.31584
"40857","GART","TBX2",-1193.35803358464
"40858","GART","HK2",-6443.200512
"40859","GART","ITGB4",684.3868416
"40860","GART","SCNN1G",1029.409069248
"40861","GART","CDR2",577.3107658752
"40862","GART","HLA.A",3772.9562615808
"40863","GART","TYMS",-2585.3388642816
"40864","GART","S1PR1",-8761.181184
"40865","GART","H2BC21",411.524629734758
"40866","GART","SFRP1",5035.2320696832
"40867","GART","DNM1",19757.2849056
"40868","GART","NPM1",5392.251648
"40869","GART","PKN1",20445.12612352
"40870","GART","HMGA1",1403.01673344
"40871","GART","DUSP1",4444.393399488
"40872","GART","RCAN1",5435.62657344
"40873","GART","ERRFI1",-2090.229249024
"40874","GART","NME1",-255.00142204992
"40875","GART","DLK1",663.9639552
"40876","GART","MMP13",3129.363405504
"40877","GART","ADM",-2385.94187491834
"40878","GART","H1.2",-636.4624896
"40879","GART","CD300LF",-426.285756288
"40880","GART","FGA",-625.8726811008
"40881","GART","GDF15",-1791.219564288
"40882","GART","LDLR",5057.7001681024
"40883","GART","NSF",692.10718714368
"40884","GART","LRIG3",2424.82646680945
"40885","GART","SLC1A3",-3796.4808
"40886","GART","FKBP5",574.725028969728
"40887","GART","IRF1",-340.5944197152
"40888","GART","KRT17",-2046.479904
"40889","GART","SCNN1A",5122.937703744
"40890","GART","BEST1",2149.698797568
"40891","GART","PRDX3",-782.78433198336
"40892","GART","HLTF",-17.8108634924783
"40893","GART","CD79A",-705.19843683072
"40894","GART","FOS",-1168.4736
"40895","GART","RAB10",-621.78613604352
"40896","GART","MAPK13",3340.24943616
"40897","GART","TXNIP",2741.576949216
"40898","GART","MUC4",-4390.118816832
"40899","GART","DSP",1489.361513472
"40900","GART","TP63",2032.128
"40901","GART","PERP",1235.533824
"40902","GART","KRT15",3390.58264897946
"40903","GART","RAC1",23624.560128
"40904","GART","ITGB1",-1880.46182016
"40905","GART","HSF4",1220.5578534912
"40906","GART","KAT2A",-4539.01174296891
"40907","GART","HDAC7",2099.926013472
"40908","GART","ERBB3",4704.08142251981
"40909","GART","LRIG1",-5473.64890927642
"40910","GART","CRYAB",7798.23352750882
"40911","GART","FASN",-2249.7181056
"40912","GART","CNR1",1564.59229110374
"40913","GART","ACTG2",-1300.80267941299
"40914","GART","NKX3.1",4074.774294528
"40915","GART","CTNNB1",-9802.308096
"40916","GART","FN1",-2677.26767616
"40917","GART","BSG",1956.61183311104
"40918","GART","LORICRIN",-1538.79934731712
"40919","GART","JUNB",2967.764438016
"40920","GART","MUC2",1103.2487940096
"40921","GART","ESPL1",2638.873940976
"40922","GART","RUNX1",-4980.402298368
"40923","GART","PTPRC",180.894694635648
"40924","GART","KRT18",-1870.40662728192
"40925","GART","DDX5",-1723.76096325517
"40926","GART","INCENP",-5947.00208461094
"40927","GART","CCL5",2050.7759496
"40928","GART","CACNA1H",891.8332416
"40929","GART","PLAU",-1026.78430210675
"40930","GART","HSPA1A",-2515.139424
"40931","GART","CTSD",2297.46888
"40932","GART","IFITM3",-565.13311690752
"40933","GART","KRT8",809.921548799999
"40934","GART","EEF1A1",-1743.8875776
"40935","GART","LGALS3",3726.646382592
"40936","GART","GNAL",2274.214053888
"40937","GART","GNAO1",-3136.502863872
"40938","GART","WNT2B",46.729869786432
"40939","GART","PTGER3",-1564.59229110374
"40940","GART","EDNRA",343.457799396486
"40941","GART","HTR2B",5314.423302144
"40942","GART","WT1",-1572.652343808
"40943","GART","PAX2",970.326496129536
"40944","LTB4R2","PRKCD",5686.8283584
"40945","LTB4R2","GNAS",2826.5294978928
"40946","LTB4R2","PTPRJ",7261.2288
"40947","LTB4R2","PPARGC1A",2409.794352
"40948","LTB4R2","SRF",-7744.7792016
"40949","LTB4R2","ABL1",6056.8704
"40950","LTB4R2","CALD1",-2229.1952256
"40951","LTB4R2","MYC",26369.999586
"40952","LTB4R2","MYLK",4992.8256
"40953","LTB4R2","EZR",7413.2352
"40954","LTB4R2","H3.3A",-9036.37728
"40955","LTB4R2","PIK3R1",23397.8415552
"40956","LTB4R2","CDH1",-8722.8288
"40957","LTB4R2","ESR1",8991.7632
"40958","LTB4R2","JUN",19742.8341348
"40959","LTB4R2","CAV1",-8828.064
"40960","LTB4R2","AR",-8408.641248
"40961","LTB4R2","HBB",4778.7995808
"40962","LTB4R2","EGFR",7120.9152
"40963","LTB4R2","PIM1",-4716.6893424
"40964","LTB4R2","STAT1",6735.0528
"40965","LTB4R2","PRKDC",4315.7722333824
"40966","LTB4R2","NR4A1",-10861.8561576
"40967","LTB4R2","CDKN1A",25768.30347
"40968","LTB4R2","EPAS1",1825.0738817472
"40969","LTB4R2","VEGFA",10999.6042464
"40970","LTB4R2","NFIB",-271.364407672881
"40971","LTB4R2","SOCS3",19722.4462512
"40972","LTB4R2","ADGRG1",-49.5321074719027
"40973","LTB4R2","CDH17",12502.930477968
"40974","LTB4R2","COL1A1",3666.6016884
"40975","LTB4R2","SLC12A2",3146.755917312
"40976","LTB4R2","NCL",-1762.0581888
"40977","LTB4R2","BHLHE40",793.972679597396
"40978","LTB4R2","BHLHE41",-3374.0029883952
"40979","LTB4R2","NOS2",7810.7904
"40980","LTB4R2","TAP1",1858.8745728
"40981","LTB4R2","INSR",-2255.9269824
"40982","LTB4R2","IRS2",5242.817664
"40983","LTB4R2","HSP90AB1",6664.896
"40984","LTB4R2","HBA1",4380.2388
"40985","LTB4R2","APOE",-4078.15920288
"40986","LTB4R2","COL1A2",5952.1191969708
"40987","LTB4R2","MECOM",3244.28412672
"40988","LTB4R2","CD68",-118.5756264
"40989","LTB4R2","VIM",3073.8258936
"40990","LTB4R2","CLU",1102.79330093722
"40991","LTB4R2","DYRK2",6193.1889097344
"40992","LTB4R2","BDKRB2",3086.8992
"40993","LTB4R2","TIMP3",93.5424
"40994","LTB4R2","TBX2",-820.744334284996
"40995","LTB4R2","HK2",6391.7755776
"40996","LTB4R2","ITGB4",5980.52448
"40997","LTB4R2","SCNN1G",896.3136
"40998","LTB4R2","CDR2",689.1034752
"40999","LTB4R2","HLA.A",-1136.9094950808
"41000","LTB4R2","TYMS",4602.6592514784
"41001","LTB4R2","S1PR1",6925.5051264
"41002","LTB4R2","H2BC21",-376.0224588288
"41003","LTB4R2","SFRP1",-9572.309849718
"41004","LTB4R2","DNM1",7261.2288
"41005","LTB4R2","NPM1",-4262.4465408
"41006","LTB4R2","PKN1",-2843.9462016
"41007","LTB4R2","HMGA1",-2365.921152
"41008","LTB4R2","DUSP1",10168.4181816
"41009","LTB4R2","RCAN1",-3316.904388
"41010","LTB4R2","ERRFI1",4706.9249472
"41011","LTB4R2","NME1",1084.395416832
"41012","LTB4R2","DLK1",-110.280554496
"41013","LTB4R2","MMP13",-1980.1055232
"41014","LTB4R2","ADM",-1789.9461079416
"41015","LTB4R2","H1.2",1438.90973856
"41016","LTB4R2","CD300LF",-2623.44644856
"41017","LTB4R2","FGA",710.13180672
"41018","LTB4R2","GDF15",2991.382334262
"41019","LTB4R2","LDLR",-1539.5792832
"41020","LTB4R2","NSF",4641.186022704
"41021","LTB4R2","LRIG3",571.86210816
"41022","LTB4R2","SLC1A3",1765.6128
"41023","LTB4R2","FKBP5",-1994.07097480014
"41024","LTB4R2","IRF1",-286.893036864
"41025","LTB4R2","KRT17",5051.2474656
"41026","LTB4R2","SCNN1A",-4496.911556256
"41027","LTB4R2","BEST1",-7307.9580188664
"41028","LTB4R2","PRDX3",-5249.255849208
"41029","LTB4R2","HLTF",-72.9429624
"41030","LTB4R2","CD79A",-11173.7875033008
"41031","LTB4R2","FOS",-14129.4813408
"41032","LTB4R2","RAB10",-4169.621667456
"41033","LTB4R2","MAPK13",-2640.387649536
"41034","LTB4R2","TXNIP",394.9135073856
"41035","LTB4R2","MUC4",2707.4912256
"41036","LTB4R2","DSP",9987.4758816
"41037","LTB4R2","TP63",-956.090620799999
"41038","LTB4R2","PERP",-3945.3144192
"41039","LTB4R2","KRT15",1777.89806208
"41040","LTB4R2","RAC1",11264.4
"41041","LTB4R2","ITGB1",4706.650400382
"41042","LTB4R2","HSF4",1164.916943064
"41043","LTB4R2","KAT2A",1189.440324072
"41044","LTB4R2","HDAC7",-4067.92512
"41045","LTB4R2","ERBB3",4671.3203712
"41046","LTB4R2","LRIG1",-1290.88512
"41047","LTB4R2","CRYAB",-3044.0684736
"41048","LTB4R2","FASN",921.39264
"41049","LTB4R2","CNR1",-727.351446528
"41050","LTB4R2","ACTG2",14.2215433919998
"41051","LTB4R2","NKX3.1",-2923.8547968
"41052","LTB4R2","CTNNB1",8792.9856
"41053","LTB4R2","FN1",4207.167634824
"41054","LTB4R2","BSG",-2038.7926685952
"41055","LTB4R2","LORICRIN",3455.47962144
"41056","LTB4R2","JUNB",8915.9066892
"41057","LTB4R2","MUC2",-1122.48311616
"41058","LTB4R2","ESPL1",-17155.545814008
"41059","LTB4R2","RUNX1",-896.3136
"41060","LTB4R2","PTPRC",-3617.545030848
"41061","LTB4R2","KRT18",1386.736146432
"41062","LTB4R2","DDX5",2210.757696
"41063","LTB4R2","INCENP",211.387691088001
"41064","LTB4R2","CCL5",-1003.871964816
"41065","LTB4R2","CACNA1H",5980.52448
"41066","LTB4R2","PLAU",894.178086076799
"41067","LTB4R2","HSPA1A",4552.5354336
"41068","LTB4R2","CTSD",-2338.1975232
"41069","LTB4R2","IFITM3",-3477.9404346624
"41070","LTB4R2","KRT8",10393.877844
"41071","LTB4R2","EEF1A1",-3177.099660168
"41072","LTB4R2","LGALS3",-1675.418976
"41073","LTB4R2","GNAL",2042.1360228528
"41074","LTB4R2","GNAO1",617.37984
"41075","LTB4R2","WNT2B",12.650674176
"41076","LTB4R2","PTGER3",727.351446528
"41077","LTB4R2","EDNRA",-2179.24793948293
"41078","LTB4R2","HTR2B",1953.165312
"41079","LTB4R2","WT1",11778.8863248
"41080","LTB4R2","PAX2",-7912.6928624016
"41081","ADORA1","PRKCD",9816.548952
"41082","ADORA1","GNAS",4895.9189680404
"41083","ADORA1","PTPRJ",12534.264
"41084","ADORA1","PPARGC1A",3184.4776
"41085","ADORA1","SRF",-13391.0601132
"41086","ADORA1","ABL1",10455.312
"41087","ADORA1","CALD1",-3848.015568
"41088","ADORA1","MYC",2570.6024
"41089","ADORA1","MYLK",8618.568
"41090","ADORA1","EZR",12796.656
"41091","ADORA1","H3.3A",-15615.57096
"41092","ADORA1","PIK3R1",40389.131256
"41093","ADORA1","CDH1",-15057.264
"41094","ADORA1","ESR1",15521.496
"41095","ADORA1","JUN",34079.8922565
"41096","ADORA1","CAV1",-15238.92
"41097","ADORA1","AR",-15562.45244
"41098","ADORA1","HBB",8249.118324
"41099","ADORA1","EGFR",12292.056
"41100","ADORA1","PIM1",-8164.8533652
"41101","ADORA1","STAT1",11625.984
"41102","ADORA1","PRKDC",5220.2270264832
"41103","ADORA1","NR4A1",-18749.632653
"41104","ADORA1","CDKN1A",42499.0655871
"41105","ADORA1","EPAS1",3145.835324376
"41106","ADORA1","VEGFA",20203.3070272
"41107","ADORA1","NFIB",-282.72115639156
"41108","ADORA1","SOCS3",34044.698886
"41109","ADORA1","ADGRG1",-85.5018521836416
"41110","ADORA1","CDH17",21582.43951554
"41111","ADORA1","COL1A1",6329.2529145
"41112","ADORA1","SLC12A2",5447.47502208
"41113","ADORA1","NCL",-3041.648064
"41114","ADORA1","BHLHE40",554.944110630245
"41115","ADORA1","BHLHE41",-5824.171825206
"41116","ADORA1","NOS2",13482.912
"41117","ADORA1","TAP1",3208.771584
"41118","ADORA1","INSR",-3894.159672
"41119","ADORA1","IRS2",9050.10192
"41120","ADORA1","HSP90AB1",11504.88
"41121","ADORA1","HBA1",7561.1265
"41122","ADORA1","APOE",-7039.6795764
"41123","ADORA1","COL1A2",10274.4914709615
"41124","ADORA1","MECOM",4454.06487372
"41125","ADORA1","CD68",-204.684117
"41126","ADORA1","VIM",5332.7118894
"41127","ADORA1","CLU",-789.5246921952
"41128","ADORA1","DYRK2",10093.3036530944
"41129","ADORA1","BDKRB2",5328.576
"41130","ADORA1","TIMP3",161.472
"41131","ADORA1","TBX2",-1422.17929884691
"41132","ADORA1","HK2",12005.1098352
"41133","ADORA1","ITGB4",10340.58696
"41134","ADORA1","SCNN1G",1547.208
"41135","ADORA1","CDR2",1189.523856
"41136","ADORA1","HLA.A",-699.2038528
"41137","ADORA1","TYMS",-1966.9328752
"41138","ADORA1","S1PR1",11954.740992
"41139","ADORA1","H2BC21",-319.19181918464
"41140","ADORA1","SFRP1",-933.1286712
"41141","ADORA1","DNM1",12534.264
"41142","ADORA1","NPM1",-8896.8756684
"41143","ADORA1","PKN1",-4909.192848
"41144","ADORA1","HMGA1",-4084.03056
"41145","ADORA1","DUSP1",17552.626623
"41146","ADORA1","RCAN1",-5725.608765
"41147","ADORA1","ERRFI1",8125.049016
"41148","ADORA1","NME1",835.1716529536
"41149","ADORA1","DLK1",-1120.32224
"41150","ADORA1","MMP13",-3418.039296
"41151","ADORA1","ADM",-3094.394815623
"41152","ADORA1","H1.2",2483.8322868
"41153","ADORA1","CD300LF",-4541.5571481
"41154","ADORA1","FGA",1225.8227616
"41155","ADORA1","GDF15",5163.6956960475
"41156","ADORA1","LDLR",-2657.607096
"41157","ADORA1","NSF",8024.812510308
"41158","ADORA1","LRIG3",987.1429248
"41159","ADORA1","SLC1A3",3047.784
"41160","ADORA1","FKBP5",-3442.14632554785
"41161","ADORA1","IRF1",-495.23202792
"41162","ADORA1","KRT17",8719.415268
"41163","ADORA1","SCNN1A",-7775.59582164
"41164","ADORA1","BEST1",-12627.8263160502
"41165","ADORA1","PRDX3",-9076.191689466
"41166","ADORA1","HLTF",-125.913447
"41167","ADORA1","CD79A",-19309.572879546
"41168","ADORA1","FOS",-24433.0031496
"41169","ADORA1","RAB10",-7209.457228512
"41170","ADORA1","MAPK13",10536.14256
"41171","ADORA1","TXNIP",703.890205944
"41172","ADORA1","MUC4",4053.211328
"41173","ADORA1","DSP",17268.7802232
"41174","ADORA1","TP63",-1650.394524
"41175","ADORA1","PERP",-6810.364176
"41176","ADORA1","KRT15",3068.9907024
"41177","ADORA1","RAC1",19444.5
"41178","ADORA1","ITGB1",8119.2515771775
"41179","ADORA1","HSF4",1009.328
"41180","ADORA1","KAT2A",815.6824649816
"41181","ADORA1","HDAC7",-8203.2776
"41182","ADORA1","ERBB3",8063.588736
"41183","ADORA1","LRIG1",-2228.3136
"41184","ADORA1","CRYAB",-5254.642008
"41185","ADORA1","FASN",1590.4992
"41186","ADORA1","CNR1",-1255.54713984
"41187","ADORA1","ACTG2",24.5490927600003
"41188","ADORA1","NKX3.1",-5047.130304
"41189","ADORA1","CTNNB1",15178.368
"41190","ADORA1","FN1",6838.89089625
"41191","ADORA1","BSG",-3529.438697952
"41192","ADORA1","LORICRIN",5964.8160132
"41193","ADORA1","JUNB",15390.5532135
"41194","ADORA1","MUC2",-1937.6196648
"41195","ADORA1","ESPL1",-27347.6415966972
"41196","ADORA1","RUNX1",-1547.208
"41197","ADORA1","PTPRC",-6258.6879765792
"41198","ADORA1","KRT18",1068.0262030336
"41199","ADORA1","DDX5",2294.6704214
"41200","ADORA1","INCENP",-2551.5905011016
"41201","ADORA1","CCL5",-1732.87422498
"41202","ADORA1","CACNA1H",10340.58696
"41203","ADORA1","PLAU",1537.776732252
"41204","ADORA1","HSPA1A",7858.543308
"41205","ADORA1","CTSD",-4036.174296
"41206","ADORA1","IFITM3",-6020.807190624
"41207","ADORA1","KRT8",17941.812945
"41208","ADORA1","EEF1A1",-5498.363892006
"41209","ADORA1","LGALS3",-2892.09228
"41210","ADORA1","GNAL",3535.8181591812
"41211","ADORA1","GNAO1",39800
"41212","ADORA1","WNT2B",21.83747328
"41213","ADORA1","PTGER3",1255.54713984
"41214","ADORA1","EDNRA",-3761.79703839314
"41215","ADORA1","HTR2B",3371.53536
"41216","ADORA1","WT1",20362.2049356
"41217","ADORA1","PAX2",-13677.0804452652
"41218","ADORA2A","PRKCD",40225.1453472
"41219","ADORA2A","GNAS",30400
"41220","ADORA2A","PTPRJ",17203.1904
"41221","ADORA2A","PPARGC1A",2448.3672
"41222","ADORA2A","SRF",201.231961199998
"41223","ADORA2A","ABL1",14349.8432
"41224","ADORA2A","CALD1",-7777.7480896
"41225","ADORA2A","MYC",1976.3928
"41226","ADORA2A","MYLK",11828.9248
"41227","ADORA2A","EZR",31101.7488
"41228","ADORA2A","H3.3A",-10983.88312
"41229","ADORA2A","PIK3R1",9089.6
"41230","ADORA2A","CDH1",-20665.9904
"41231","ADORA2A","ESR1",21303.1456
"41232","ADORA2A","JUN",9844.128
"41233","ADORA2A","CAV1",-20915.312
"41234","ADORA2A","AR",-16713.629072
"41235","ADORA2A","HBB",7949.2556064
"41236","ADORA2A","EGFR",16870.7616
"41237","ADORA2A","PIM1",9050.0432324
"41238","ADORA2A","STAT1",15956.5824
"41239","ADORA2A","PRKDC",8510.6316505056
"41240","ADORA2A","NR4A1",-36547.6205848
"41241","ADORA2A","CDKN1A",52790.5031884
"41242","ADORA2A","EPAS1",8669.1947141376
"41243","ADORA2A","VEGFA",24880.7016056
"41244","ADORA2A","NFIB",-828.8794348736
"41245","ADORA2A","SOCS3",44832.0078896
"41246","ADORA2A","ADGRG1",-117.350699065206
"41247","ADORA2A","CDH17",53990.563841584
"41248","ADORA2A","COL1A1",4015.8018492
"41249","ADORA2A","SLC12A2",5509.47502944
"41250","ADORA2A","NCL",-4174.6408704
"41251","ADORA2A","BHLHE40",6302.32445012701
"41252","ADORA2A","BHLHE41",-5622.4463675216
"41253","ADORA2A","NOS2",18505.2032
"41254","ADORA2A","TAP1",4404.0167424
"41255","ADORA2A","INSR",-5344.7071392
"41256","ADORA2A","IRS2",12421.202112
"41257","ADORA2A","HSP90AB1",15790.368
"41258","ADORA2A","HBA1",7004.9916
"41259","ADORA2A","APOE",-5176.41525984
"41260","ADORA2A","COL1A2",9921.850332114
"41261","ADORA2A","MECOM",10018.9762866
"41262","ADORA2A","CD68",-362.021581744
"41263","ADORA2A","VIM",-281.175679599998
"41264","ADORA2A","CLU",-607.0214970144
"41265","ADORA2A","DYRK2",10989.0408295072
"41266","ADORA2A","BDKRB2",7313.4336
"41267","ADORA2A","TIMP3",221.6192
"41268","ADORA2A","TBX2",4626.11450624157
"41269","ADORA2A","HK2",21581.4541616
"41270","ADORA2A","ITGB4",-2769.5582752
"41271","ADORA2A","SCNN1G",981.6768
"41272","ADORA2A","CDR2",1632.6132416
"41273","ADORA2A","HLA.A",-537.5788416
"41274","ADORA2A","TYMS",-1512.2649744
"41275","ADORA2A","S1PR1",24146.283008
"41276","ADORA2A","H2BC21",-713.27660494848
"41277","ADORA2A","SFRP1",-717.4305864
"41278","ADORA2A","DNM1",17203.1904
"41279","ADORA2A","NPM1",-16044.6469428
"41280","ADORA2A","PKN1",15269.0384
"41281","ADORA2A","HMGA1",-5605.303616
"41282","ADORA2A","DUSP1",9492.3205608
"41283","ADORA2A","RCAN1",-876.444204
"41284","ADORA2A","ERRFI1",11151.5734176
"41285","ADORA2A","NME1",1772.0708938752
"41286","ADORA2A","DLK1",-861.35328
"41287","ADORA2A","MMP13",-724.0516416
"41288","ADORA2A","ADM",-284.5001142248
"41289","ADORA2A","H1.2",4685.33248096
"41290","ADORA2A","CD300LF",5231.47938642
"41291","ADORA2A","FGA",-4084.16714304
"41292","ADORA2A","GDF15",8723.8550948452
"41293","ADORA2A","LDLR",-3647.5473056
"41294","ADORA2A","NSF",-673.629590611999
"41295","ADORA2A","LRIG3",1354.84681728
"41296","ADORA2A","SLC1A3",4183.0624
"41297","ADORA2A","FKBP5",-3967.54034567381
"41298","ADORA2A","IRF1",-882.757475712
"41299","ADORA2A","KRT17",11255.3490848
"41300","ADORA2A","SCNN1A",2090.629113792
"41301","ADORA2A","BEST1",-10889.5522221792
"41302","ADORA2A","PRDX3",761.885873873999
"41303","ADORA2A","HLTF",-133.2200232
"41304","ADORA2A","CD79A",-7536.3073961804
"41305","ADORA2A","FOS",5409.3504664
"41306","ADORA2A","RAB10",605.185942367999
"41307","ADORA2A","MAPK13",8100.65232
"41308","ADORA2A","TXNIP",-5595.4196302832
"41309","ADORA2A","MUC4",5937.5288448
"41310","ADORA2A","DSP",-1449.5991448
"41311","ADORA2A","TP63",2996.1042016
"41312","ADORA2A","PERP",-9347.1775936
"41313","ADORA2A","KRT15",2504.73725824
