"KICH" 637
"BLCA" 468
"BRCA" 702
"COAD" 986
"ESCA" 608
"KIRC" 412
"KIRP" 349
"LIHC" 322
"LUAD" 692
"LUSC" 319
"PAAD" 895
"PRAD" 420
"READ" 1112
"SKCM" 376
"STAD" 542
"THCA" 486
"THYM" 877
"UCEC" 338
